1 Time;2 Number;5 Layers;10 Neurons;15 Epochs;20 Train-Acc;21 Val-Acc;22 Train-F1;27 Val-F1;29 Chunksize;30 Comment;Batch-Size;Clipping;Cutoff;Dataset;Future;Link;NLabels;Report;Runtime;Selection;Shape;Train-Confusion;Train-Loss;Val-Confusion;Val-Loss;Weightdecay
Wed Feb 15 19:38:57 2017;21;3;10;150;0.481;0.465;0.24;0.231;3000;LSTM-testing-norm-3ch ;1280;250;3000;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.00      0.00      0.00         0
        1.0       0.00      0.00      0.00         0
        2.0       0.57      0.51      0.54  15999107
        3.0       0.64      0.40      0.49   8527063
        4.0       0.31      0.42      0.36   4716710
        5.0       0.00      0.00      0.00         0

avg / total       0.55      0.46      0.50  29242880
";907.62;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(61269000, 1);"[[ 0.    0.    0.61  0.15  0.24  0.  ]
 [ 0.    0.    0.71  0.11  0.18  0.  ]
 [ 0.    0.    0.65  0.22  0.13  0.  ]
 [ 0.    0.    0.43  0.54  0.02  0.  ]
 [ 0.    0.    0.59  0.08  0.33  0.  ]
 [ 0.    0.    0.67  0.24  0.1   0.  ]]";1.2342;"[[ 0.    0.    0.71  0.15  0.14  0.  ]
 [ 0.    0.    0.62  0.16  0.22  0.  ]
 [ 0.    0.    0.57  0.28  0.15  0.  ]
 [ 0.    0.    0.34  0.64  0.02  0.  ]
 [ 0.    0.    0.6   0.09  0.31  0.  ]
 [ 0.    0.    0.65  0.29  0.06  0.  ]]";1.2487;0.00001
Thu Feb 16 16:45:32 2017;22;2;20;150;0.49;0.363;0.163;0.118;3000;LSTM-testing-norm-3ch ;5120;250;4000;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.12      0.29      0.17    115980
        1.0       0.00      0.05      0.00       346
        2.0       0.98      0.37      0.53   2733613
        3.0       0.00      0.00      0.00         0
        4.0       0.00      0.04      0.00     17261
        5.0       0.00      0.00      0.00         0

avg / total       0.94      0.36      0.52   2867200
";25.49;2 in [0 1];(2937000, 1);"[[  2.40e-01   1.45e-04   7.28e-01   0.00e+00   3.23e-02   0.00e+00]
 [  9.06e-02   8.91e-05   8.96e-01   0.00e+00   1.30e-02   0.00e+00]
 [  1.54e-02   1.28e-05   9.82e-01   0.00e+00   2.24e-03   0.00e+00]
 [  6.35e-04   7.84e-06   9.97e-01   0.00e+00   1.87e-03   0.00e+00]
 [  3.69e-02   1.45e-05   9.56e-01   0.00e+00   7.44e-03   0.00e+00]
 [  4.72e-01   5.00e-04   4.69e-01   0.00e+00   5.85e-02   0.00e+00]]";1.33339;"[[  1.19e-01   7.17e-04   8.70e-01   0.00e+00   1.06e-02   0.00e+00]
 [  1.05e-01   8.60e-05   8.80e-01   0.00e+00   1.53e-02   0.00e+00]
 [  1.88e-02   2.92e-05   9.78e-01   0.00e+00   3.54e-03   0.00e+00]
 [  9.89e-03   4.34e-05   9.87e-01   0.00e+00   3.41e-03   0.00e+00]
 [  1.95e-02   6.37e-05   9.79e-01   0.00e+00   1.26e-03   0.00e+00]
 [  4.49e-01   4.63e-04   4.66e-01   0.00e+00   8.41e-02   0.00e+00]]";1.61689;0.00001
Thu Feb 16 19:29:24 2017;23;3;15;150;0.845;0.648;0.562;0.429;500;LSTM-testing-norm-3ch ;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.81      0.42      0.55      5450
        1.0       0.00      0.00      0.00         0
        2.0       0.72      0.64      0.68     29112
        3.0       0.56      0.87      0.68      8551
        4.0       0.71      0.62      0.66     15127
        5.0       0.00      0.00      0.00         0

avg / total       0.70      0.65      0.66     58240
";13.33;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122754, 21);"[[  8.48e-01   0.00e+00   9.10e-02   6.98e-03   5.40e-02   0.00e+00]
 [  4.02e-01   0.00e+00   3.48e-01   7.53e-03   2.43e-01   0.00e+00]
 [  1.13e-02   0.00e+00   9.12e-01   4.35e-02   3.30e-02   0.00e+00]
 [  3.59e-04   0.00e+00   1.52e-01   8.47e-01   3.14e-04   0.00e+00]
 [  7.99e-03   0.00e+00   8.76e-02   2.52e-03   9.02e-01   0.00e+00]
 [  1.78e-01   0.00e+00   5.00e-01   1.08e-01   2.14e-01   0.00e+00]]";0.56377;"[[ 0.81  0.    0.12  0.01  0.06  0.  ]
 [ 0.39  0.    0.3   0.01  0.31  0.  ]
 [ 0.07  0.    0.72  0.04  0.17  0.  ]
 [ 0.01  0.    0.41  0.56  0.03  0.  ]
 [ 0.    0.    0.28  0.    0.71  0.  ]
 [ 0.16  0.    0.51  0.07  0.25  0.  ]]";0.99019;0.00001
Thu Feb 16 19:42:00 2017;24;3;15;150;0.823;0.663;0.539;0.462;500;LSTM-testing-norm-3ch ;256;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.72      0.64      0.68      3180
        1.0       0.05      0.15      0.08       894
        2.0       0.81      0.64      0.71     32921
        3.0       0.54      0.91      0.68      7912
        4.0       0.62      0.62      0.62     13176
        5.0       0.00      0.00      0.00        29

avg / total       0.72      0.66      0.68     58112
";6.88;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122754, 21);"[[  6.50e-01   0.00e+00   7.69e-02   7.88e-03   2.65e-01   0.00e+00]
 [  2.35e-01   0.00e+00   2.78e-01   1.22e-02   4.74e-01   0.00e+00]
 [  5.81e-03   0.00e+00   9.01e-01   4.28e-02   4.99e-02   0.00e+00]
 [  3.14e-04   0.00e+00   1.73e-01   8.26e-01   9.88e-04   0.00e+00]
 [  2.68e-03   0.00e+00   9.32e-02   2.45e-03   9.02e-01   0.00e+00]
 [  1.21e-01   0.00e+00   5.15e-01   9.73e-02   2.66e-01   0.00e+00]]";0.61458;"[[  7.22e-01   3.52e-03   1.38e-01   7.75e-03   1.28e-01   0.00e+00]
 [  1.83e-01   5.39e-02   3.00e-01   1.18e-03   4.59e-01   3.14e-03]
 [  2.08e-02   1.50e-02   8.12e-01   2.37e-02   1.29e-01   7.73e-05]
 [  3.91e-03   1.88e-03   4.45e-01   5.43e-01   6.23e-03   0.00e+00]
 [  3.68e-03   2.50e-02   3.46e-01   1.30e-03   6.23e-01   1.46e-03]
 [  5.49e-02   1.33e-02   6.40e-01   6.44e-02   2.27e-01   0.00e+00]]";1.02139;0.00001
Thu Feb 16 20:15:37 2017;25;3;15;150;0.059;0.059;0.019;0.019;3000;LSTM-testing-norm-3ch ;256;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       1.00      0.06      0.11      9728
        1.0       0.00      0.00      0.00         0
        2.0       0.00      0.00      0.00         0
        3.0       0.00      0.00      0.00         0
        4.0       0.00      0.00      0.00         0
        5.0       0.00      0.00      0.00         0

avg / total       1.00      0.06      0.11      9728
";1.17;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 38);"[[ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]]";nan;"[[ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]]";nan;0.00001
Thu Feb 16 20:20:27 2017;26;3;15;150;0.517;0.516;0.19;0.182;3000;LSTM-testing-norm-3ch ;256;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.00      0.00      0.00         0
        1.0       0.00      0.00      0.00         0
        2.0       0.85      0.56      0.68      7229
        3.0       0.00      0.11      0.00         9
        4.0       0.44      0.39      0.41      2490
        5.0       0.00      0.00      0.00         0

avg / total       0.75      0.52      0.61      9728
";1.16;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 38);"[[  0.00e+00   0.00e+00   2.91e-01   3.06e-03   7.06e-01   0.00e+00]
 [  0.00e+00   0.00e+00   5.33e-01   1.19e-03   4.65e-01   0.00e+00]
 [  0.00e+00   0.00e+00   8.87e-01   4.29e-04   1.13e-01   0.00e+00]
 [  0.00e+00   0.00e+00   9.43e-01   2.41e-04   5.72e-02   0.00e+00]
 [  0.00e+00   0.00e+00   5.04e-01   2.04e-03   4.94e-01   0.00e+00]
 [  0.00e+00   0.00e+00   6.96e-01   5.43e-03   2.99e-01   0.00e+00]]";1.22417;"[[  0.00e+00   0.00e+00   2.77e-01   0.00e+00   7.23e-01   0.00e+00]
 [  0.00e+00   0.00e+00   4.52e-01   0.00e+00   5.48e-01   0.00e+00]
 [  0.00e+00   0.00e+00   8.53e-01   8.42e-04   1.46e-01   0.00e+00]
 [  0.00e+00   0.00e+00   8.79e-01   5.64e-04   1.21e-01   0.00e+00]
 [  0.00e+00   0.00e+00   5.55e-01   1.83e-03   4.43e-01   0.00e+00]
 [  0.00e+00   0.00e+00   6.43e-01   0.00e+00   3.57e-01   0.00e+00]]";1.24651;0.00001
Thu Feb 16 20:23:21 2017;27;3;15;150;0.532;0.491;0.242;0.206;3000;LSTM-testing-norm-3ch ;256;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.03      0.35      0.06        62
        1.0       0.00      0.00      0.00         1
        2.0       0.89      0.52      0.65      7635
        3.0       0.14      0.39      0.21       747
        4.0       0.26      0.40      0.31      1283
        5.0       0.00      0.00      0.00         0

avg / total       0.74      0.49      0.57      9728
";1.16;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20401, 37);"[[  4.85e-02   0.00e+00   6.01e-01   2.70e-03   3.48e-01   0.00e+00]
 [  2.41e-02   0.00e+00   6.04e-01   3.14e-02   3.40e-01   0.00e+00]
 [  7.34e-04   0.00e+00   8.90e-01   3.62e-02   7.28e-02   0.00e+00]
 [  2.56e-04   0.00e+00   7.15e-01   2.55e-01   2.94e-02   0.00e+00]
 [  3.67e-03   0.00e+00   6.94e-01   4.23e-02   2.60e-01   0.00e+00]
 [  3.14e-02   0.00e+00   6.34e-01   8.90e-02   2.46e-01   0.00e+00]]";1.16165;"[[ 0.03  0.    0.56  0.02  0.39  0.  ]
 [ 0.01  0.    0.74  0.05  0.2   0.  ]
 [ 0.    0.    0.89  0.06  0.06  0.  ]
 [ 0.    0.    0.78  0.14  0.07  0.  ]
 [ 0.01  0.    0.65  0.08  0.26  0.  ]
 [ 0.05  0.    0.67  0.09  0.2   0.  ]]";1.27995;0.00001
Thu Feb 16 20:26:03 2017;28;3;15;150;0.83;0.693;0.524;0.407;3000;LSTM-testing-norm-3ch ;256;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.13      0.66      0.22       157
        1.0       0.00      0.00      0.00         0
        2.0       0.82      0.69      0.75      5110
        3.0       0.80      0.79      0.80      1983
        4.0       0.74      0.62      0.67      2478
        5.0       0.00      0.00      0.00         0

avg / total       0.78      0.69      0.73      9728
";1.17;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20421, 37);"[[  4.34e-01   0.00e+00   2.36e-01   6.59e-02   2.65e-01   0.00e+00]
 [  7.37e-02   0.00e+00   4.67e-01   2.11e-02   4.38e-01   0.00e+00]
 [  9.28e-04   0.00e+00   9.17e-01   4.77e-02   3.40e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.73e-01   8.26e-01   7.57e-04   0.00e+00]
 [  0.00e+00   0.00e+00   8.67e-02   5.00e-03   9.08e-01   0.00e+00]
 [  2.45e-02   0.00e+00   5.78e-01   1.37e-01   2.60e-01   0.00e+00]]";0.60827;"[[ 0.13  0.    0.48  0.04  0.35  0.  ]
 [ 0.04  0.    0.58  0.02  0.35  0.  ]
 [ 0.    0.    0.82  0.08  0.1   0.  ]
 [ 0.    0.    0.19  0.8   0.02  0.  ]
 [ 0.01  0.    0.24  0.01  0.74  0.  ]
 [ 0.    0.    0.4   0.26  0.35  0.  ]]";0.90643;0.00001
Thu Feb 16 20:29:25 2017;29;3;15;250;0.863;0.798;0.573;0.534;3000;LSTM-testing-norm-3ch ;256;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.70      0.72      0.71       774
        1.0       0.01      0.38      0.02        13
        2.0       0.91      0.79      0.85      4739
        3.0       0.73      0.85      0.78      1645
        4.0       0.89      0.81      0.85      2301
        5.0       0.00      0.00      0.00         0

avg / total       0.86      0.80      0.82      9472
";2.65;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20477, 37);"[[  7.71e-01   3.25e-03   1.10e-01   2.92e-02   8.66e-02   0.00e+00]
 [  2.07e-01   8.47e-03   4.25e-01   1.45e-02   3.45e-01   0.00e+00]
 [  5.26e-03   4.05e-04   9.36e-01   3.99e-02   1.89e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.52e-01   8.47e-01   5.04e-04   0.00e+00]
 [  1.58e-03   2.25e-04   6.75e-02   1.13e-03   9.30e-01   0.00e+00]
 [  6.38e-02   5.32e-03   5.96e-01   7.45e-02   2.61e-01   0.00e+00]]";0.45242;"[[  6.97e-01   4.99e-03   1.11e-01   3.62e-02   1.51e-01   0.00e+00]
 [  3.57e-01   1.08e-02   2.73e-01   6.45e-03   3.53e-01   0.00e+00]
 [  5.13e-03   7.33e-04   9.14e-01   4.72e-02   3.32e-02   0.00e+00]
 [  5.21e-04   0.00e+00   2.72e-01   7.27e-01   0.00e+00   0.00e+00]
 [  3.82e-03   4.77e-04   1.04e-01   3.82e-03   8.88e-01   0.00e+00]
 [  1.94e-01   0.00e+00   4.39e-01   1.63e-01   2.04e-01   0.00e+00]]";0.62433;0.00001
Thu Feb 16 20:30:39 2017;29;3;15;250;0.855;0.81;0.576;0.521;3000;LSTM-testing-norm-3ch ;256;100;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.62      0.63      0.62       561
        1.0       0.01      0.33      0.02         9
        2.0       0.90      0.82      0.86      5208
        3.0       0.69      0.87      0.77      1503
        4.0       0.92      0.80      0.85      2447
        5.0       0.00      0.00      0.00         0

avg / total       0.86      0.81      0.83      9728
";2.45;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 37);"[[  8.63e-01   4.16e-03   7.82e-02   4.16e-03   5.07e-02   0.00e+00]
 [  3.33e-01   1.28e-02   4.10e-01   1.39e-02   2.30e-01   0.00e+00]
 [  6.63e-03   0.00e+00   9.26e-01   4.51e-02   2.21e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.50e-01   8.50e-01   2.46e-04   0.00e+00]
 [  1.03e-02   0.00e+00   6.39e-02   2.91e-03   9.23e-01   0.00e+00]
 [  1.24e-01   9.52e-03   5.38e-01   1.10e-01   2.19e-01   0.00e+00]]";0.46387;"[[  6.16e-01   6.94e-03   1.46e-01   1.74e-02   2.14e-01   0.00e+00]
 [  2.66e-01   8.67e-03   2.83e-01   5.78e-03   4.36e-01   0.00e+00]
 [  1.88e-02   2.12e-04   9.03e-01   3.70e-02   4.06e-02   0.00e+00]
 [  5.34e-04   0.00e+00   2.97e-01   6.95e-01   8.00e-03   0.00e+00]
 [  3.78e-03   0.00e+00   7.33e-02   1.89e-03   9.21e-01   0.00e+00]
 [  1.82e-01   1.14e-02   5.00e-01   1.14e-01   1.93e-01   0.00e+00]]";0.59183;0.00001
Thu Feb 16 20:37:03 2017;30;3;50;300;0.929;0.786;0.748;0.553;3000;LSTM-testing-norm-3ch ;256;100;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.57      0.55      0.56       467
        1.0       0.29      0.33      0.31       404
        2.0       0.86      0.83      0.85      4922
        3.0       0.83      0.80      0.82      1836
        4.0       0.77      0.80      0.79      2097
        5.0       0.00      0.00      0.00         2

avg / total       0.80      0.79      0.79      9728
";2.64;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 37);"[[  9.07e-01   4.97e-02   1.99e-02   5.35e-03   1.61e-02   1.53e-03]
 [  7.86e-02   6.25e-01   1.48e-01   2.38e-03   1.39e-01   7.14e-03]
 [  1.61e-03   5.68e-03   9.58e-01   2.84e-02   5.79e-03   2.15e-04]
 [  2.41e-04   0.00e+00   7.84e-02   9.21e-01   0.00e+00   0.00e+00]
 [  1.36e-03   5.89e-03   1.59e-02   2.27e-04   9.77e-01   0.00e+00]
 [  2.28e-01   1.14e-01   3.42e-01   1.14e-01   1.68e-01   3.26e-02]]";0.20997;"[[ 0.57  0.23  0.12  0.03  0.04  0.  ]
 [ 0.19  0.29  0.33  0.02  0.17  0.  ]
 [ 0.01  0.01  0.86  0.07  0.05  0.  ]
 [ 0.    0.    0.13  0.83  0.03  0.  ]
 [ 0.03  0.05  0.15  0.    0.77  0.  ]
 [ 0.18  0.12  0.36  0.09  0.26  0.  ]]";0.68484;0.00001
Thu Feb 16 20:43:44 2017;29;3;15;250;0.869;0.82;0.63;0.56;500;LSTM-testing-norm-3ch ;256;100;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.58      0.73      0.65      2783
        1.0       0.14      0.30      0.19      1021
        2.0       0.89      0.85      0.87     29757
        3.0       0.74      0.87      0.80      9569
        4.0       0.95      0.78      0.85     15494
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.82      0.83     58624
";14.17;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122250, 37);"[[  8.83e-01   4.35e-02   3.11e-02   5.27e-03   3.72e-02   0.00e+00]
 [  2.42e-01   1.77e-01   3.22e-01   6.48e-03   2.53e-01   0.00e+00]
 [  4.13e-03   2.65e-03   9.26e-01   4.51e-02   2.20e-02   0.00e+00]
 [  3.70e-04   1.23e-04   1.31e-01   8.68e-01   5.34e-04   0.00e+00]
 [  2.23e-03   1.08e-02   5.18e-02   2.49e-03   9.33e-01   0.00e+00]
 [  1.54e-01   6.51e-02   4.57e-01   1.17e-01   2.06e-01   0.00e+00]]";0.41207;"[[  5.83e-01   1.59e-01   6.04e-02   1.90e-02   1.78e-01   0.00e+00]
 [  1.52e-01   1.41e-01   2.38e-01   4.67e-03   4.65e-01   0.00e+00]
 [  9.32e-03   3.71e-03   8.89e-01   3.83e-02   5.99e-02   0.00e+00]
 [  3.65e-03   4.45e-04   2.53e-01   7.41e-01   2.67e-03   0.00e+00]
 [  3.15e-04   2.76e-03   4.79e-02   1.02e-03   9.48e-01   0.00e+00]
 [  2.29e-01   3.98e-02   4.24e-01   1.12e-01   1.95e-01   0.00e+00]]";0.54612;0.00001
Thu Feb 16 20:43:55 2017;29;3;50;250;0.916;0.814;0.766;0.61;500;LSTM-testing-norm-3ch ;256;100;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.56      0.79      0.66      2469
        1.0       0.41      0.32      0.36      2757
        2.0       0.86      0.86      0.86     28583
        3.0       0.80      0.82      0.81     11013
        4.0       0.88      0.82      0.85     13630
        5.0       0.08      0.24      0.12       172

avg / total       0.82      0.81      0.82     58624
";14.07;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122250, 37);"[[  8.88e-01   7.20e-02   1.21e-02   2.36e-03   2.16e-02   4.02e-03]
 [  6.99e-02   6.59e-01   1.34e-01   1.05e-03   1.27e-01   9.28e-03]
 [  6.58e-04   9.64e-03   9.52e-01   2.94e-02   6.97e-03   1.08e-03]
 [  6.57e-04   0.00e+00   1.06e-01   8.93e-01   2.46e-04   2.87e-04]
 [  1.76e-03   8.81e-03   2.92e-02   1.10e-04   9.60e-01   0.00e+00]
 [  1.06e-01   2.03e-01   3.25e-01   6.98e-02   1.59e-01   1.37e-01]]";0.24833;"[[  5.64e-01   2.69e-01   4.35e-02   1.47e-02   9.53e-02   1.30e-02]
 [  6.82e-02   4.11e-01   2.30e-01   3.27e-03   2.83e-01   4.67e-03]
 [  3.43e-03   1.79e-02   8.63e-01   6.44e-02   4.96e-02   1.61e-03]
 [  2.22e-03   2.67e-04   1.91e-01   8.03e-01   1.87e-03   2.05e-03]
 [  9.06e-03   2.79e-02   7.94e-02   1.81e-03   8.81e-01   4.73e-04]
 [  2.35e-01   1.38e-01   2.86e-01   1.34e-01   1.27e-01   7.95e-02]]";0.55189;0.00001
Thu Feb 16 20:43:59 2017;31;3;50;300;0.929;0.787;0.797;0.599;3000;LSTM-testing-norm-3ch ;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.49      0.80      0.61       409
        1.0       0.31      0.28      0.30       531
        2.0       0.87      0.82      0.84      4749
        3.0       0.78      0.84      0.81      1864
        4.0       0.87      0.81      0.84      2134
        5.0       0.14      0.37      0.21        41

avg / total       0.80      0.79      0.79      9728
";6.05;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20401, 37);"[[  8.99e-01   5.48e-02   1.35e-02   8.98e-04   2.43e-02   7.19e-03]
 [  5.64e-02   6.46e-01   1.60e-01   2.40e-03   1.27e-01   8.40e-03]
 [  7.29e-04   5.31e-03   9.63e-01   2.27e-02   7.08e-03   1.25e-03]
 [  1.28e-03   2.56e-04   1.06e-01   8.92e-01   0.00e+00   5.12e-04]
 [  1.70e-03   5.32e-03   1.40e-02   6.38e-04   9.78e-01   0.00e+00]
 [  5.73e-02   1.67e-01   2.76e-01   9.38e-02   1.67e-01   2.40e-01]]";0.20462;"[[  4.88e-01   3.53e-01   9.23e-02   8.93e-03   4.46e-02   1.34e-02]
 [  6.65e-02   3.12e-01   2.97e-01   2.08e-03   3.14e-01   8.32e-03]
 [  3.36e-03   1.84e-02   8.67e-01   6.30e-02   4.59e-02   2.02e-03]
 [  1.98e-03   1.98e-03   2.18e-01   7.75e-01   1.48e-03   1.48e-03]
 [  6.55e-03   2.06e-02   1.05e-01   5.04e-04   8.67e-01   5.04e-04]
 [  1.62e-01   1.62e-01   2.38e-01   7.62e-02   2.19e-01   1.43e-01]]";0.65349;0.00001
Thu Feb 16 20:44:35 2017;31;3;15;300;0.866;0.819;0.61;0.541;3000;LSTM-testing-norm-3ch less neurons;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.56      0.69      0.62       471
        1.0       0.06      0.21      0.09       102
        2.0       0.89      0.83      0.86      5067
        3.0       0.76      0.82      0.79      1739
        4.0       0.93      0.84      0.88      2349
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.82      0.83      9728
";5.82;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 37);"[[  8.67e-01   2.25e-02   5.16e-02   9.15e-03   4.99e-02   0.00e+00]
 [  2.67e-01   9.87e-02   3.42e-01   1.26e-02   2.79e-01   0.00e+00]
 [  2.56e-03   1.81e-03   9.37e-01   3.77e-02   2.14e-02   0.00e+00]
 [  1.48e-03   0.00e+00   1.46e-01   8.51e-01   7.39e-04   0.00e+00]
 [  4.39e-03   5.27e-03   5.35e-02   2.19e-03   9.35e-01   0.00e+00]
 [  8.57e-02   3.81e-02   5.24e-01   1.19e-01   2.33e-01   0.00e+00]]";0.41414;"[[  5.62e-01   1.15e-01   1.88e-01   2.95e-02   1.06e-01   0.00e+00]
 [  1.65e-01   6.07e-02   3.70e-01   1.16e-02   3.93e-01   0.00e+00]
 [  1.21e-02   2.12e-03   8.94e-01   5.84e-02   3.38e-02   0.00e+00]
 [  1.07e-03   0.00e+00   2.34e-01   7.61e-01   3.20e-03   0.00e+00]
 [  4.25e-03   1.89e-03   6.24e-02   4.73e-04   9.31e-01   0.00e+00]
 [  2.50e-01   1.14e-02   3.98e-01   1.59e-01   1.82e-01   0.00e+00]]";0.54446;0.00001
Thu Feb 16 20:51:49 2017;30;3;15;300;0.861;0.809;0.588;0.522;3000;LSTM-testing-norm-3ch ;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.53      0.71      0.61       434
        1.0       0.02      0.18      0.04        45
        2.0       0.90      0.82      0.86      5176
        3.0       0.69      0.84      0.76      1538
        4.0       0.95      0.79      0.86      2535
        5.0       0.00      0.00      0.00         0

avg / total       0.86      0.81      0.83      9728
";4.89;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 37);"[[  8.49e-01   1.91e-02   7.32e-02   5.82e-03   5.24e-02   0.00e+00]
 [  2.96e-01   4.20e-02   3.90e-01   8.40e-03   2.64e-01   0.00e+00]
 [  5.76e-03   4.27e-04   9.35e-01   3.63e-02   2.28e-02   0.00e+00]
 [  1.23e-03   2.46e-04   1.50e-01   8.48e-01   4.93e-04   0.00e+00]
 [  9.43e-03   8.78e-04   5.22e-02   3.07e-03   9.34e-01   0.00e+00]
 [  8.57e-02   1.43e-02   5.57e-01   1.19e-01   2.24e-01   0.00e+00]]";0.44048;"[[  5.35e-01   5.56e-02   1.58e-01   2.08e-02   2.31e-01   0.00e+00]
 [  1.56e-01   2.31e-02   3.44e-01   8.67e-03   4.68e-01   0.00e+00]
 [  1.10e-02   2.12e-04   8.99e-01   4.46e-02   4.55e-02   0.00e+00]
 [  0.00e+00   0.00e+00   3.07e-01   6.92e-01   1.07e-03   0.00e+00]
 [  2.84e-03   9.45e-04   4.82e-02   9.45e-04   9.47e-01   0.00e+00]
 [  1.59e-01   2.27e-02   4.55e-01   1.48e-01   2.16e-01   0.00e+00]]";0.56257;0.00001
